job_title,company,salary,address,experience,due_date,jd
Security Engineer (Incident Response),CÔNG TY TNHH AMARIS VIỆT NAM,Thoả thuận,Hà Nội,3 năm,30/11/2023,"ABOUT THE JOB• A self-starter, independent with minimal supervision and strong hand-on experiences in building security monitoring and incident response capabilities including playbook, processes, and tooling• Provide security monitoring and incident response expertise to businesses and collaborate with various parties in the Group and business units• Act as subject matter expert on activities relating to cyber related detection and incident response• Lead triaging and investigations into intrusions and other cyber security breaches• Provide a coordinated response to complex cyber-attacks that threaten company’s assets, intellectual property, and systems• Continuous development, operating and improvement of security monitoring and incident response processes, tooling and solutions as required• Research and recommend solutions for incident response and support digital forensics, where required• Work with VAPT / Red team members to incorporate security vulnerabilities and/or attack use cases into the security monitoring and IR playbook"
Angular,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,20 - 30 triệu,Hồ Chí Minh,3 năm,17/09/2023,"- Lập trình Frontend Angular cho dự án công ty (Website, App,...);- Lập trình phát triển các tính năng của sản phẩm theo mô hình Microservice;- Phối hợp chặt chẽ với team để xây dựng sản phẩm đảm bảo theo yêu cầu và thiết kế;- Đóng góp ý tưởng, cải tiến liên tục cho sản phẩm để đáp ứng nhu cầu của khách hàng và trải nghiệm người dùng;- Làm việc theo sự quản lý của PM, Tech Lead."
Business Analyst,CÔNG TY TNHH THE ONE VIETNAM,Thoả thuận,Hồ Chí Minh,1 năm,20/09/2023,"Objective: - Assess the clients business needs and business processes to understand current business needs, anticipating future needs and identify potential technical solutions; - Ensure business requirements are clearly and thoroughly documented; - Ensure documentation and user specifications are updated as needed; - Lead requirements analysis and verification, ensure that requirement statements are complete and that they conform to standards; - Play end-users role to timely validate the developed/implemented system with focusing on integrated operation scenarios against the agreed requirements specification."
Asp.Net,Công ty Cổ phần đầu tư và phát triển Kztek,15 - 25 triệu,Hà Nội,1 năm,10/09/2023,"- Tham gia phát triển phần mềm cho các hệ thống và giải pháp công nghiệp của công ty trong các lĩnh vực:  Hệ thống CCTV, kiểm soát vào ra, bãi đỗ xe thông minh, giải pháp Cơ sở Hạ tầng, Thiết bị Điện tử. - Được yêu cầu tham gia đầy đủ quá trình phát triển phần mềm từ phân tích thiết kế, lập trình đến kiểm thử chất lượng phần mềm. - Được cơ hội phát triển"
Kỹ Sư Mạng Và Bảo Mật,Công ty cổ phần hạ tầng mạng HD,Thoả thuận,Hà Nội,2 năm,30/09/2023,"- Triển khai, tích hợp hệ thống mạng, bảo mật mạng và các lĩnh vực bảo mật chuyên sâu khác.- Phối hợp với nhóm tư vấn thực hiện thử nghiệm chứng minh (Demo, PoC) về giải pháp và công nghệ hệ thống mạng cho khách hàng.- Trao đổi thông tin và các giải pháp kỹ thuật hoặc phối hợp làm việc với chuyên gia kỹ thuật của nhà cung cấp."
Project Manager,CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT,Thoả thuận,Hồ Chí Minh,2 năm,16/09/2023,"Làm việc chặt chẽ với Ban quản lý Dự án, các thành viên nhóm triển khai, đảm bảo sự thực hiện hiệu quả và kịp thời của dự án Xây dựng kế hoạch dự án chi tiết, phân công công việc cho các thành viên dự án và giám sát, đảm bảo tiến độ triển khai công việc Lập kế hoạch, theo dõi tiến độ và làm các báo cáo dự án định kì (hàng ngày, hàng tuần, hàng tháng và đột xuất) Đảm bảo rằng mọi tài liệu liên quan đến dự án được quản lý, bảo mật và lưu trữ một cách hiệu quả Đưa ra giải pháp kịp thời khi có rủi ro xảy ra, chủ động xử lý hoặc đề xuất giải pháp lên các cấp cao hơn"
Nhân Viên Lập Trình Mobile,Công ty Cổ phần Blackwind,10 - 20 triệu,Hồ Chí Minh,Dưới 1 năm,31/08/2023,"- Phát triển tính năng cho các sản phẩm của công ty và khách hàng theo yêu cầu của cấp trên- Bảo trì, nâng cấp phần mềm, ứng dụng của công ty theo yêu cầu- Phối hợp chặt chẽ với các bộ phận liên quan để đưa ra phương án phát triển phù hợp với sản phẩm/dịch vụ- Báo cáo và tổng hợp kết quả công việc- Các công việc khác theo sự phân công của quản lý"
Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ TIÊN PHONG - ITD GROUP,Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,23/09/2023,"Tham gia Testing/ QC cho các dự án nội bộ/ bên ngoài của công ty Tham gia nghiên cứu, phát triển sản phẩm Thực hiện các yêu cầu công việc từ quản lý"
Nhân Viên Triển Khai Phần Mềm,Công ty TNHH giải pháp phần mềm BLACKWIND,8 - 12 triệu,Hà Nội,Dưới 1 năm,09/09/2023,"Triển khai phần mềm cho khách hàng, cài đặt và hướng dẫn sử dụng; Hỗ trợ, trainning kỹ thuật, xử lý các vấn đề cho khách hàng trong quá trình sử dụng; Ghi nhận yêu cầu của khách hàng, phối hợp với phòng kỹ thuật để chốt yêu cầu; Test phần mềm nhằm đảm bảo chất lượng hệ thống khi triển khai;"
Thực Tập Sinh,Công ty TNHH HQSOFT,Thoả thuận,Hồ Chí Minh,Không yêu cầu kinh nghiệm,30/09/2023,"- Hỗ trợ nghiệp vụ và chăm sóc các dự án được phân công, các dự án đó chủ yếu là giải pháp DMS và ERP,...  - Phối hợp với các phòng ban hoàn thành dự án kịp tiến độ."
Business Analyst,CÔNG TY TNHH CÔNG NGHỆ ALTEK,Thoả thuận,Hồ Chí Minh,2 năm,30/09/2023,"- Khảo sát, thu thập yêu cầu của và thống nhất phạm vi yêu cầu nghiệp vụ với Khách hàng - Phân tích và định nghĩa yêu cầu nghiệp vụ chi tiết, yêu cầu người dùng, yêu cầu chức năng các sản phẩm, dịch vụ với Khách hàng hoặc đối tác hoặc các bộ phận yêu cầu - Đóng góp và cải tiến cho công việc phân tích nghiệp vụ và các mẫu tài liệu phân tích nghiệp vụ - Thống nhất nghiệp vụ với Khách hàng bằng các tài liệu phân tích nghiêp vụ - Đánh giá chất lượng tài liệu phân tích nghiệp vụ - Rà soát và đánh giá sản phẩm trước khi giao hàng cho Khách hàng - Đầu mối hỗ trợ nghiệp vụ với các bộ phận hoặc đối tác trong dự án được giao - Nghiên cứu và cập nhật các công cụ áp dụng trong công việc phân tích nghiệp vụ và kiến thức mới hỗ trợ cho công việc. - Chủ động và tích cực với công việc chung của bộ phận, công ty. - Tham gia các công việc khác trong phạm vi yêu cầu công việc được giao."
Mobile Developer,Công ty cổ phần công nghệ BLAMEO Việt Nam,Tới 35 triệu,Hà Nội,3 năm,14/09/2023,"- Lập trình ứng dụng mobile theo các công việc được giao- Thiết kế, sửa đổi giao diện người dùng theo yêu cầu khách hàng- Đề xuất và hiện thực giải pháp khắc phục vấn đề performance, cải tiến UI/UX của ứng dụng.- Hỗ trợ, phối hợp với các thành viên trong nhóm trong các công việc liên quan đến ứng dụng mobile"
Nhân Viên Hỗ Trợ Kỹ Thuật,Công ty cổ phần tư vấn chuyển giao công nghệ ITC,Trên 8 triệu,Hà Nội,Dưới 1 năm,25/08/2023,"-   Khảo sát, triển khai hạ tầng viễn thông, điện/điện nhẹ, truyền hình cáp...-   Lắp đặt, cài đặt, khắc phục sự cố, sửa chữa mềm thiết bị CNTT: máy tính, máy in, scan, photo, fax….-   Tiếp xúc khách hàng thực hiện bảo hành và hỗ trợ dịch vụ sản phẩm.-   Sắp xếp quản lý kho hàng về sản phẩm công nghệ.-   Hỗ trợ triển khai các dự án phần hạ tầng CNTT.-   Hỗ trợ quản trị hạ tầng Smart buiding"
Business Analyst,MAGESTORE,4 - 5 triệu,Hà Nội,Không yêu cầu kinh nghiệm,24/08/2023,"Conducting research and compiling data about customer and industry trends Analyzing data to identify patterns and inconsistencies Supporting the business analysis team in developing business plans and strategies Ensure business requirements are fully understood by Development and provide input to design and product specifications Document functional and business requirements Create wireframes, activity diagrams and system process flows Track all change requests from customers. Manage all requirements, specifications, change request of the project Work with development team to go over the specification, Q&A, consult the solutions or figure out the problems Other tasks assigned"
